Datum;Kategorie;Flugpassagiere;Luftfracht;Flugbewegungen
12.09.2021;Fracht Cargo;0;28;2
12.09.2021;Passagierverkehr;20555;0;172
12.09.2021;Andere Kategorien;12;;48
13.09.2021;Andere Kategorien;9;;86
13.09.2021;Passagierverkehr;15825;2;149
13.09.2021;Fracht Cargo;0;50;2
13.09.2021;Fracht Express;0;179;15
14.09.2021;Fracht Express;0;191;17
14.09.2021;Andere Kategorien;5;;105
14.09.2021;Passagierverkehr;10516;1;101
14.09.2021;Fracht Cargo;0;;
15.09.2021;Passagierverkehr;10349;1;108
15.09.2021;Fracht Cargo;0;93;6
15.09.2021;Fracht Express;0;225;19
15.09.2021;Andere Kategorien;21;;86
16.09.2021;Fracht Express;0;236;18
16.09.2021;Fracht Cargo;0;;
16.09.2021;Passagierverkehr;13936;1;149
16.09.2021;Andere Kategorien;15;;24
17.09.2021;Fracht Express;0;191;14
17.09.2021;Passagierverkehr;20912;1;180
17.09.2021;Fracht Cargo;0;99;4
17.09.2021;Andere Kategorien;12;;87
18.09.2021;Passagierverkehr;17411;1;153
18.09.2021;Fracht Cargo;0;110;4
18.09.2021;Fracht Express;0;48;6
18.09.2021;Andere Kategorien;2;;116
19.09.2021;Passagierverkehr;20148;0;182
19.09.2021;Fracht Express;0;;
19.09.2021;Andere Kategorien;9;;32
19.09.2021;Fracht Cargo;0;22;2
20.09.2021;Fracht Cargo;0;38;2
20.09.2021;Passagierverkehr;16554;0;198
20.09.2021;Andere Kategorien;52;;34
20.09.2021;Fracht Express;0;173;14
21.09.2021;Fracht Express;0;208;18
21.09.2021;Passagierverkehr;10196;1;192
21.09.2021;Andere Kategorien;30;;68
21.09.2021;Fracht Cargo;0;;
22.09.2021;Fracht Express;0;235;18
22.09.2021;Passagierverkehr;10888;0;181
22.09.2021;Fracht Cargo;0;97;6
22.09.2021;Andere Kategorien;49;;80
23.09.2021;Fracht Express;0;233;18
23.09.2021;Fracht Cargo;0;;
23.09.2021;Andere Kategorien;37;;78
23.09.2021;Passagierverkehr;14629;0;197
24.09.2021;Fracht Cargo;0;90;4
24.09.2021;Andere Kategorien;31;;72
24.09.2021;Passagierverkehr;21707;2;202
24.09.2021;Fracht Express;0;173;13
25.09.2021;Fracht Express;0;42;4
25.09.2021;Fracht Cargo;0;113;4
25.09.2021;Passagierverkehr;18343;0;155
25.09.2021;Andere Kategorien;18;;106
26.09.2021;Fracht Express;0;;
26.09.2021;Andere Kategorien;14;;26
26.09.2021;Fracht Cargo;0;39;2
26.09.2021;Passagierverkehr;21910;0;184
27.09.2021;Fracht Cargo;0;75;2
27.09.2021;Passagierverkehr;16625;;152
27.09.2021;Fracht Express;0;188;15
27.09.2021;Andere Kategorien;12;;73
28.09.2021;Fracht Cargo;0;;
28.09.2021;Andere Kategorien;17;;124
28.09.2021;Passagierverkehr;10974;2;122
28.09.2021;Fracht Express;0;228;18
29.09.2021;Fracht Express;0;240;18
29.09.2021;Passagierverkehr;11037;1;126
29.09.2021;Fracht Cargo;0;98;10
29.09.2021;Andere Kategorien;4;;46
30.09.2021;Andere Kategorien;4;;98
30.09.2021;Passagierverkehr;15775;1;138
30.09.2021;Fracht Express;0;242;20
30.09.2021;Fracht Cargo;0;0;2
01.10.2021;Fracht Express;0;177;13
01.10.2021;Andere Kategorien;7;;111
01.10.2021;Passagierverkehr;21790;0;188
01.10.2021;Fracht Cargo;0;79;4
02.10.2021;Fracht Cargo;0;96;4
02.10.2021;Passagierverkehr;19657;2;161
02.10.2021;Fracht Express;0;47;6
02.10.2021;Andere Kategorien;1;;93
03.10.2021;Fracht Express;0;;
03.10.2021;Andere Kategorien;4;;39
03.10.2021;Passagierverkehr;22989;0;177
03.10.2021;Fracht Cargo;0;24;2
04.10.2021;Passagierverkehr;19101;1;156
04.10.2021;Andere Kategorien;10;;23
04.10.2021;Fracht Express;0;177;15
04.10.2021;Fracht Cargo;0;63;2
05.10.2021;Passagierverkehr;13169;2;124
05.10.2021;Fracht Express;0;220;20
05.10.2021;Andere Kategorien;15;;62
05.10.2021;Fracht Cargo;0;;
06.10.2021;Fracht Cargo;0;131;6
06.10.2021;Fracht Express;0;237;20
06.10.2021;Andere Kategorien;18;;51
06.10.2021;Passagierverkehr;13035;0;117
07.10.2021;Passagierverkehr;16863;1;162
07.10.2021;Fracht Express;0;232;18
07.10.2021;Fracht Cargo;0;;
07.10.2021;Andere Kategorien;35;;56
08.10.2021;Passagierverkehr;23788;1;199
08.10.2021;Fracht Cargo;0;90;4
08.10.2021;Fracht Express;0;168;13
08.10.2021;Andere Kategorien;41;;56
09.10.2021;Passagierverkehr;21066;1;162
09.10.2021;Fracht Cargo;0;72;2
09.10.2021;Andere Kategorien;1;;76
09.10.2021;Fracht Express;0;54;6
10.10.2021;Passagierverkehr;24496;0;188
10.10.2021;Andere Kategorien;13;0;77
10.10.2021;Fracht Express;0;;
10.10.2021;Fracht Cargo;0;42;4
11.10.2021;Fracht Express;0;170;15
11.10.2021;Fracht Cargo;0;78;2
11.10.2021;Passagierverkehr;19632;0;165
11.10.2021;Andere Kategorien;0;;35
12.10.2021;Fracht Cargo;0;;
12.10.2021;Passagierverkehr;13553;1;124
12.10.2021;Fracht Express;0;214;18
12.10.2021;Andere Kategorien;11;;38
13.10.2021;Fracht Express;0;223;18
13.10.2021;Passagierverkehr;13472;1;120
13.10.2021;Fracht Cargo;0;84;4
13.10.2021;Andere Kategorien;12;;63
14.10.2021;Passagierverkehr;17738;1;153
14.10.2021;Andere Kategorien;21;;75
14.10.2021;Fracht Cargo;0;;
14.10.2021;Fracht Express;0;229;20
15.10.2021;Fracht Cargo;0;171;6
15.10.2021;Andere Kategorien;26;;61
15.10.2021;Fracht Express;0;181;15
15.10.2021;Passagierverkehr;24117;0;189
16.10.2021;Andere Kategorien;3;;44
16.10.2021;Passagierverkehr;21140;1;168
16.10.2021;Fracht Express;0;65;6
16.10.2021;Fracht Cargo;0;123;4
17.10.2021;Fracht Express;0;;
17.10.2021;Passagierverkehr;24137;0;192
17.10.2021;Fracht Cargo;0;32;2
17.10.2021;Andere Kategorien;27;;44
18.10.2021;Passagierverkehr;18108;0;155
18.10.2021;Andere Kategorien;16;;73
18.10.2021;Fracht Express;0;189;15
18.10.2021;Fracht Cargo;0;40;2
19.10.2021;Passagierverkehr;11558;1;119
19.10.2021;Fracht Cargo;0;;
19.10.2021;Andere Kategorien;19;;64
19.10.2021;Fracht Express;0;213;18
20.10.2021;Fracht Express;0;232;18
20.10.2021;Fracht Cargo;0;158;6
20.10.2021;Passagierverkehr;12156;0;124
20.10.2021;Andere Kategorien;15;;55
21.10.2021;Andere Kategorien;20;;25
21.10.2021;Fracht Express;0;228;18
21.10.2021;Fracht Cargo;0;;
21.10.2021;Passagierverkehr;15726;0;155
22.10.2021;Fracht Express;0;170;14
22.10.2021;Fracht Cargo;0;133;4
22.10.2021;Passagierverkehr;23413;1;194
22.10.2021;Andere Kategorien;5;;68
23.10.2021;Passagierverkehr;20638;0;157
23.10.2021;Fracht Express;0;61;6
23.10.2021;Andere Kategorien;3;;89
23.10.2021;Fracht Cargo;0;118;6
24.10.2021;Andere Kategorien;20;;70
24.10.2021;Fracht Express;0;;
24.10.2021;Passagierverkehr;23207;0;179
24.10.2021;Fracht Cargo;0;31;2
25.10.2021;Fracht Express;0;206;16
25.10.2021;Andere Kategorien;0;;80
25.10.2021;Passagierverkehr;17203;1;156
25.10.2021;Fracht Cargo;0;68;2
26.10.2021;Fracht Cargo;0;;
26.10.2021;Passagierverkehr;11526;1;110
26.10.2021;Fracht Express;0;227;20
26.10.2021;Andere Kategorien;1;;46
27.10.2021;Fracht Express;0;236;18
27.10.2021;Fracht Cargo;0;124;6
27.10.2021;Andere Kategorien;4;;74
27.10.2021;Passagierverkehr;12020;0;106
28.10.2021;Passagierverkehr;16127;0;140
28.10.2021;Fracht Cargo;0;;
28.10.2021;Fracht Express;0;231;18
28.10.2021;Andere Kategorien;1;;76
29.10.2021;Passagierverkehr;22148;0;169
29.10.2021;Fracht Express;0;168;12
29.10.2021;Fracht Cargo;0;93;6
29.10.2021;Andere Kategorien;5;;64
30.10.2021;Fracht Cargo;0;58;2
30.10.2021;Andere Kategorien;1;;33
30.10.2021;Passagierverkehr;19571;0;150
30.10.2021;Fracht Express;0;60;5
31.10.2021;Fracht Cargo;0;54;4
31.10.2021;Andere Kategorien;10;;51
31.10.2021;Passagierverkehr;20481;0;166
31.10.2021;Fracht Express;0;;
01.11.2021;Fracht Express;0;131;15
01.11.2021;Passagierverkehr;17573;0;141
01.11.2021;Andere Kategorien;4;;34
01.11.2021;Fracht Cargo;0;;
02.11.2021;Passagierverkehr;13628;0;123
02.11.2021;Fracht Express;0;206;18
02.11.2021;Fracht Cargo;0;56;2
02.11.2021;Andere Kategorien;15;;39
03.11.2021;Fracht Express;0;234;18
03.11.2021;Fracht Cargo;0;95;6
03.11.2021;Passagierverkehr;10367;0;106
03.11.2021;Andere Kategorien;6;;39
04.11.2021;Fracht Cargo;0;;
04.11.2021;Passagierverkehr;11963;1;117
04.11.2021;Fracht Express;0;227;18
04.11.2021;Andere Kategorien;16;;34
05.11.2021;Fracht Cargo;0;101;4
05.11.2021;Andere Kategorien;7;;83
05.11.2021;Passagierverkehr;17732;2;155
05.11.2021;Fracht Express;0;180;13
06.11.2021;Passagierverkehr;13891;1;127
06.11.2021;Fracht Express;0;56;6
06.11.2021;Fracht Cargo;0;130;4
06.11.2021;Andere Kategorien;7;;52
07.11.2021;Passagierverkehr;18106;0;148
07.11.2021;Fracht Express;0;;
07.11.2021;Fracht Cargo;0;37;2
07.11.2021;Andere Kategorien;8;;72
08.11.2021;Fracht Cargo;0;60;2
08.11.2021;Passagierverkehr;11766;0;118
08.11.2021;Fracht Express;0;192;15
08.11.2021;Andere Kategorien;2;;29
09.11.2021;Andere Kategorien;8;;44
09.11.2021;Passagierverkehr;8701;3;99
09.11.2021;Fracht Cargo;0;;
09.11.2021;Fracht Express;0;227;18
10.11.2021;Passagierverkehr;8533;1;90
10.11.2021;Fracht Cargo;0;114;6
10.11.2021;Fracht Express;0;198;20
10.11.2021;Andere Kategorien;27;;104
11.11.2021;Fracht Express;0;218;18
11.11.2021;Andere Kategorien;17;;23
11.11.2021;Fracht Cargo;0;;
11.11.2021;Passagierverkehr;9546;0;92
12.11.2021;Fracht Express;0;180;14
12.11.2021;Fracht Cargo;0;88;4
12.11.2021;Andere Kategorien;6;;10
12.11.2021;Passagierverkehr;15876;0;142
13.11.2021;Andere Kategorien;1;;64
13.11.2021;Fracht Cargo;0;110;4
13.11.2021;Passagierverkehr;11650;1;102
13.11.2021;Fracht Express;0;70;6
14.11.2021;Fracht Cargo;0;;
14.11.2021;Andere Kategorien;8;;15
14.11.2021;Passagierverkehr;17195;0;151
14.11.2021;Fracht Express;0;;
15.11.2021;Passagierverkehr;11385;0;116
15.11.2021;Fracht Express;0;201;16
15.11.2021;Andere Kategorien;14;;48
15.11.2021;Fracht Cargo;0;100;4
16.11.2021;Fracht Cargo;0;;
16.11.2021;Passagierverkehr;8254;0;78
16.11.2021;Fracht Express;0;237;19
16.11.2021;Andere Kategorien;3;;20
17.11.2021;Passagierverkehr;5803;2;69
17.11.2021;Andere Kategorien;7;;72
17.11.2021;Fracht Express;0;242;21
17.11.2021;Fracht Cargo;0;138;6
18.11.2021;Passagierverkehr;8057;1;82
18.11.2021;Fracht Cargo;0;;
18.11.2021;Fracht Express;0;225;17
18.11.2021;Andere Kategorien;9;;121
19.11.2021;Fracht Express;0;195;14
19.11.2021;Passagierverkehr;15342;0;144
19.11.2021;Andere Kategorien;3;;20
19.11.2021;Fracht Cargo;0;82;4
20.11.2021;Fracht Cargo;0;131;4
20.11.2021;Andere Kategorien;2;;61
20.11.2021;Fracht Express;0;68;6
20.11.2021;Passagierverkehr;10150;;99
21.11.2021;Fracht Cargo;0;30;4
21.11.2021;Passagierverkehr;15288;0;133
21.11.2021;Fracht Express;0;;
21.11.2021;Andere Kategorien;5;;17
22.11.2021;Passagierverkehr;10273;0;116
22.11.2021;Fracht Express;0;190;15
22.11.2021;Fracht Cargo;0;93;2
22.11.2021;Andere Kategorien;2;;10
23.11.2021;Fracht Cargo;0;;
23.11.2021;Passagierverkehr;7365;0;81
23.11.2021;Fracht Express;0;234;16
23.11.2021;Andere Kategorien;3;;83
24.11.2021;Andere Kategorien;2;;94
24.11.2021;Passagierverkehr;5603;0;71
24.11.2021;Fracht Express;0;257;18
24.11.2021;Fracht Cargo;0;35;4
25.11.2021;Passagierverkehr;7438;1;90
25.11.2021;Fracht Cargo;0;;
25.11.2021;Andere Kategorien;3;;9
25.11.2021;Fracht Express;0;234;18
26.11.2021;Passagierverkehr;14991;1;138
26.11.2021;Fracht Express;0;175;13
26.11.2021;Fracht Cargo;0;65;4
26.11.2021;Andere Kategorien;0;;36
27.11.2021;Fracht Express;0;67;6
27.11.2021;Fracht Cargo;0;141;4
27.11.2021;Andere Kategorien;6;;13
27.11.2021;Passagierverkehr;10390;1;98
28.11.2021;Passagierverkehr;13999;0;140
28.11.2021;Fracht Express;0;;
28.11.2021;Fracht Cargo;0;67;4
28.11.2021;Andere Kategorien;0;;6
29.11.2021;Passagierverkehr;10732;0;117
29.11.2021;Fracht Express;0;198;15
29.11.2021;Fracht Cargo;0;83;2
29.11.2021;Andere Kategorien;0;;36
30.11.2021;Passagierverkehr;7180;0;85
30.11.2021;Fracht Cargo;0;;
30.11.2021;Andere Kategorien;10;;30
30.11.2021;Fracht Express;0;241;20
01.12.2021;Passagierverkehr;5090;1;62
01.12.2021;Andere Kategorien;4;;13
01.12.2021;Fracht Express;0;254;18
01.12.2021;Fracht Cargo;0;77;2
02.12.2021;Fracht Express;0;249;18
02.12.2021;Andere Kategorien;7;;17
02.12.2021;Passagierverkehr;6237;1;81
02.12.2021;Fracht Cargo;0;23;2
03.12.2021;Fracht Express;0;192;13
03.12.2021;Passagierverkehr;12421;0;140
03.12.2021;Fracht Cargo;0;111;6
03.12.2021;Andere Kategorien;5;;131
04.12.2021;Fracht Cargo;0;96;4
04.12.2021;Passagierverkehr;9350;0;91
04.12.2021;Fracht Express;0;71;6
04.12.2021;Andere Kategorien;3;;8
05.12.2021;Fracht Express;0;;
05.12.2021;Andere Kategorien;0;;26
05.12.2021;Passagierverkehr;11170;0;127
05.12.2021;Fracht Cargo;0;27;2
06.12.2021;Fracht Express;0;209;15
06.12.2021;Fracht Cargo;0;59;3
06.12.2021;Passagierverkehr;8998;0;117
06.12.2021;Andere Kategorien;7;;54
07.12.2021;Fracht Express;0;234;18
07.12.2021;Passagierverkehr;7345;0;92
07.12.2021;Fracht Cargo;0;5;1
07.12.2021;Andere Kategorien;7;;105
08.12.2021;Passagierverkehr;5585;0;70
08.12.2021;Fracht Cargo;0;77;2
08.12.2021;Fracht Express;0;249;18
08.12.2021;Andere Kategorien;0;;6
09.12.2021;Fracht Express;0;245;18
09.12.2021;Andere Kategorien;1;;33
09.12.2021;Fracht Cargo;0;14;2
09.12.2021;Passagierverkehr;6148;2;82
10.12.2021;Fracht Express;0;189;15
10.12.2021;Andere Kategorien;0;;16
10.12.2021;Passagierverkehr;11078;0;140
10.12.2021;Fracht Cargo;0;89;4
11.12.2021;Fracht Express;0;73;5
11.12.2021;Passagierverkehr;9273;0;92
11.12.2021;Fracht Cargo;0;21;2
11.12.2021;Andere Kategorien;6;;56
12.12.2021;Passagierverkehr;11203;0;139
12.12.2021;Fracht Express;0;0;1
12.12.2021;Fracht Cargo;0;29;2
12.12.2021;Andere Kategorien;0;;65
13.12.2021;Passagierverkehr;7680;;101
13.12.2021;Andere Kategorien;0;;83
13.12.2021;Fracht Express;0;213;15
13.12.2021;Fracht Cargo;0;56;2
14.12.2021;Passagierverkehr;7305;0;105
14.12.2021;Fracht Express;0;256;18
14.12.2021;Fracht Cargo;0;;
14.12.2021;Andere Kategorien;0;;111
15.12.2021;Fracht Express;0;264;18
15.12.2021;Passagierverkehr;5916;0;83
15.12.2021;Fracht Cargo;0;114;4
15.12.2021;Andere Kategorien;4;;32
16.12.2021;Passagierverkehr;11410;2;150
16.12.2021;Fracht Express;0;257;18
16.12.2021;Fracht Cargo;0;;
16.12.2021;Andere Kategorien;1;;42
17.12.2021;Fracht Express;0;209;17
17.12.2021;Andere Kategorien;17;;30
17.12.2021;Passagierverkehr;13839;1;151
17.12.2021;Fracht Cargo;0;74;4
18.12.2021;Passagierverkehr;14727;0;150
18.12.2021;Fracht Express;0;75;6
18.12.2021;Fracht Cargo;0;140;4
18.12.2021;Andere Kategorien;1;;34
19.12.2021;Passagierverkehr;15607;0;157
19.12.2021;Fracht Cargo;0;;
19.12.2021;Andere Kategorien;3;;62
19.12.2021;Fracht Express;0;;
20.12.2021;Andere Kategorien;9;;84
20.12.2021;Passagierverkehr;12670;0;132
20.12.2021;Fracht Express;0;212;15
20.12.2021;Fracht Cargo;0;64;3
21.12.2021;Passagierverkehr;13208;1;134
21.12.2021;Fracht Express;0;246;18
21.12.2021;Fracht Cargo;0;0;1
21.12.2021;Andere Kategorien;0;;64
22.12.2021;Fracht Cargo;0;218;8
22.12.2021;Fracht Express;0;237;18
22.12.2021;Passagierverkehr;14633;0;161
22.12.2021;Andere Kategorien;6;;117
23.12.2021;Fracht Express;0;227;18
23.12.2021;Andere Kategorien;0;;41
23.12.2021;Passagierverkehr;18170;0;159
23.12.2021;Fracht Cargo;0;89;2
24.12.2021;Fracht Cargo;0;114;4
24.12.2021;Passagierverkehr;13662;0;125
24.12.2021;Fracht Express;0;97;11
24.12.2021;Andere Kategorien;0;;12
25.12.2021;Andere Kategorien;0;;4
25.12.2021;Passagierverkehr;14502;0;137
25.12.2021;Fracht Express;0;;
25.12.2021;Fracht Cargo;0;106;4
26.12.2021;Fracht Express;0;;
26.12.2021;Fracht Cargo;0;;
26.12.2021;Andere Kategorien;3;;13
26.12.2021;Passagierverkehr;16704;0;163
27.12.2021;Passagierverkehr;14511;;137
27.12.2021;Fracht Express;0;119;13
27.12.2021;Fracht Cargo;0;92;2
27.12.2021;Andere Kategorien;6;;69
28.12.2021;Andere Kategorien;0;;18
28.12.2021;Fracht Cargo;0;;
28.12.2021;Passagierverkehr;14717;1;136
28.12.2021;Fracht Express;0;117;16
29.12.2021;Passagierverkehr;14611;0;134
29.12.2021;Fracht Express;0;102;16
29.12.2021;Fracht Cargo;0;111;4
29.12.2021;Andere Kategorien;5;;16
30.12.2021;Fracht Express;0;123;16
30.12.2021;Andere Kategorien;8;;46
30.12.2021;Passagierverkehr;16926;;151
30.12.2021;Fracht Cargo;0;;
31.12.2021;Passagierverkehr;13421;0;137
31.12.2021;Fracht Cargo;0;;
31.12.2021;Andere Kategorien;0;;95
31.12.2021;Fracht Express;0;58;9
01.01.2022;Passagierverkehr;15791;;142
01.01.2022;Fracht Express;0;2;1
01.01.2022;Fracht Cargo;0;30;2
01.01.2022;Andere Kategorien;5;;57
02.01.2022;Passagierverkehr;18658;0;174
02.01.2022;Fracht Express;0;;
02.01.2022;Fracht Cargo;0;;
02.01.2022;Andere Kategorien;0;;54
03.01.2022;Passagierverkehr;14326;0;141
03.01.2022;Andere Kategorien;0;;36
03.01.2022;Fracht Express;0;128;14
03.01.2022;Fracht Cargo;0;;
04.01.2022;Fracht Cargo;0;;
04.01.2022;Andere Kategorien;1;;13
04.01.2022;Fracht Express;0;166;16
04.01.2022;Passagierverkehr;12469;0;128
05.01.2022;Fracht Express;0;176;18
05.01.2022;Fracht Cargo;0;19;2
05.01.2022;Andere Kategorien;3;;42
05.01.2022;Passagierverkehr;8879;0;99
06.01.2022;Passagierverkehr;9323;0;112
06.01.2022;Fracht Express;0;173;16
06.01.2022;Andere Kategorien;5;;69
06.01.2022;Fracht Cargo;0;;
07.01.2022;Passagierverkehr;12164;;142
07.01.2022;Fracht Express;0;131;13
07.01.2022;Fracht Cargo;0;103;2
07.01.2022;Andere Kategorien;6;;45
08.01.2022;Passagierverkehr;12640;0;113
08.01.2022;Fracht Express;0;41;4
08.01.2022;Fracht Cargo;0;92;4
08.01.2022;Andere Kategorien;3;;69
09.01.2022;Passagierverkehr;15252;;167
09.01.2022;Andere Kategorien;1;;30
09.01.2022;Fracht Express;0;;
09.01.2022;Fracht Cargo;0;;
10.01.2022;Passagierverkehr;5295;;85
10.01.2022;Fracht Cargo;0;;
10.01.2022;Fracht Express;0;174;15
10.01.2022;Andere Kategorien;10;;41
11.01.2022;Passagierverkehr;5808;0;61
11.01.2022;Fracht Cargo;0;130;4
11.01.2022;Fracht Express;0;191;17
11.01.2022;Andere Kategorien;3;;13
12.01.2022;Fracht Cargo;0;66;4
12.01.2022;Andere Kategorien;2;;80
12.01.2022;Passagierverkehr;3839;;55
12.01.2022;Fracht Express;0;239;21
13.01.2022;Passagierverkehr;3890;0;52
13.01.2022;Fracht Cargo;0;;
13.01.2022;Fracht Express;0;220;17
13.01.2022;Andere Kategorien;4;;101
14.01.2022;Fracht Cargo;0;70;2
14.01.2022;Passagierverkehr;7765;0;103
14.01.2022;Andere Kategorien;5;;153
14.01.2022;Fracht Express;0;181;14
15.01.2022;Passagierverkehr;8531;0;73
15.01.2022;Fracht Express;0;52;4
15.01.2022;Fracht Cargo;0;95;4
15.01.2022;Andere Kategorien;0;;6
16.01.2022;Passagierverkehr;9451;0;122
16.01.2022;Fracht Cargo;0;;
16.01.2022;Andere Kategorien;0;;116
16.01.2022;Fracht Express;0;;
17.01.2022;Passagierverkehr;3843;;69
17.01.2022;Fracht Express;0;185;15
17.01.2022;Fracht Cargo;0;50;2
17.01.2022;Andere Kategorien;8;;78
18.01.2022;Fracht Express;0;219;18
18.01.2022;Fracht Cargo;0;;
18.01.2022;Andere Kategorien;14;;30
18.01.2022;Passagierverkehr;4540;0;59
19.01.2022;Fracht Cargo;0;76;4
19.01.2022;Fracht Express;0;228;18
19.01.2022;Passagierverkehr;2994;0;54
19.01.2022;Andere Kategorien;2;;64
20.01.2022;Andere Kategorien;2;;53
20.01.2022;Fracht Express;0;216;18
20.01.2022;Fracht Cargo;0;;
20.01.2022;Passagierverkehr;3107;0;47
21.01.2022;Passagierverkehr;8035;1;102
21.01.2022;Fracht Express;0;177;13
21.01.2022;Fracht Cargo;0;51;2
21.01.2022;Andere Kategorien;11;;104
22.01.2022;Fracht Express;0;36;4
22.01.2022;Andere Kategorien;7;;106
22.01.2022;Passagierverkehr;7572;0;75
22.01.2022;Fracht Cargo;0;97;4
23.01.2022;Passagierverkehr;9010;0;101
23.01.2022;Fracht Express;0;;
23.01.2022;Fracht Cargo;0;;
23.01.2022;Andere Kategorien;12;;60
24.01.2022;Fracht Cargo;0;40;2
24.01.2022;Passagierverkehr;3447;0;52
24.01.2022;Fracht Express;0;200;15
24.01.2022;Andere Kategorien;4;;66
25.01.2022;Andere Kategorien;1;;109
25.01.2022;Fracht Express;0;224;18
25.01.2022;Fracht Cargo;0;;
25.01.2022;Passagierverkehr;3052;0;44
26.01.2022;Passagierverkehr;4005;;49
26.01.2022;Fracht Cargo;0;63;4
26.01.2022;Andere Kategorien;4;;16
26.01.2022;Fracht Express;0;227;20
27.01.2022;Passagierverkehr;2893;;33
27.01.2022;Fracht Express;0;228;18
27.01.2022;Fracht Cargo;0;;
27.01.2022;Andere Kategorien;2;;16
28.01.2022;Fracht Express;0;174;13
28.01.2022;Fracht Cargo;0;79;4
28.01.2022;Passagierverkehr;8910;0;93
28.01.2022;Andere Kategorien;1;;51
29.01.2022;Fracht Express;0;46;4
29.01.2022;Fracht Cargo;0;74;4
29.01.2022;Passagierverkehr;8255;1;67
29.01.2022;Andere Kategorien;0;;110
30.01.2022;Fracht Express;0;;
30.01.2022;Passagierverkehr;9872;0;91
30.01.2022;Fracht Cargo;0;;
30.01.2022;Andere Kategorien;5;;31
31.01.2022;Passagierverkehr;4803;0;60
31.01.2022;Fracht Express;0;194;15
31.01.2022;Fracht Cargo;0;;
31.01.2022;Andere Kategorien;0;;21
01.02.2022;Passagierverkehr;4745;1;63
01.02.2022;Fracht Express;0;227;18
01.02.2022;Fracht Cargo;0;41;2
01.02.2022;Andere Kategorien;1;;12
02.02.2022;Andere Kategorien;5;;17
02.02.2022;Passagierverkehr;3213;0;52
02.02.2022;Fracht Cargo;0;79;4
02.02.2022;Fracht Express;0;231;18
03.02.2022;Andere Kategorien;14;;75
03.02.2022;Passagierverkehr;4729;;56
03.02.2022;Fracht Express;0;220;18
03.02.2022;Fracht Cargo;0;0;1
04.02.2022;Passagierverkehr;10452;;98
04.02.2022;Andere Kategorien;0;;136
04.02.2022;Fracht Express;0;170;14
04.02.2022;Fracht Cargo;0;59;2
05.02.2022;Andere Kategorien;161;;154
05.02.2022;Passagierverkehr;9519;;83
05.02.2022;Fracht Express;0;41;4
05.02.2022;Fracht Cargo;0;118;4
06.02.2022;Fracht Express;0;;
06.02.2022;Andere Kategorien;0;;14
06.02.2022;Passagierverkehr;11819;;104
06.02.2022;Fracht Cargo;0;;
07.02.2022;Fracht Express;0;190;16
07.02.2022;Fracht Cargo;0;67;3
07.02.2022;Andere Kategorien;11;;81
07.02.2022;Passagierverkehr;9661;;102
08.02.2022;Passagierverkehr;7320;0;81
08.02.2022;Fracht Express;0;225;18
08.02.2022;Fracht Cargo;0;;
08.02.2022;Andere Kategorien;14;;107
09.02.2022;Fracht Express;0;215;18
09.02.2022;Passagierverkehr;6381;;69
09.02.2022;Fracht Cargo;0;92;4
09.02.2022;Andere Kategorien;2;;113
10.02.2022;Fracht Cargo;0;;
10.02.2022;Andere Kategorien;15;;118
10.02.2022;Passagierverkehr;9300;;94
10.02.2022;Fracht Express;0;223;18
11.02.2022;Andere Kategorien;0;;62
11.02.2022;Passagierverkehr;15120;0;137
11.02.2022;Fracht Express;0;169;13
11.02.2022;Fracht Cargo;0;84;2
12.02.2022;Fracht Express;0;40;4
12.02.2022;Fracht Cargo;0;117;4
12.02.2022;Andere Kategorien;2;;102
12.02.2022;Passagierverkehr;13484;;105
13.02.2022;Fracht Express;0;;
13.02.2022;Andere Kategorien;5;;82
13.02.2022;Passagierverkehr;16456;;136
13.02.2022;Fracht Cargo;0;;
14.02.2022;Fracht Cargo;0;73;2
14.02.2022;Fracht Express;0;170;15
14.02.2022;Passagierverkehr;12538;;110
14.02.2022;Andere Kategorien;3;;32
15.02.2022;Fracht Cargo;0;;
15.02.2022;Fracht Express;0;224;18
15.02.2022;Andere Kategorien;10;;52
15.02.2022;Passagierverkehr;10170;0;83
16.02.2022;Andere Kategorien;2;;25
16.02.2022;Passagierverkehr;8236;;80
16.02.2022;Fracht Express;0;224;18
16.02.2022;Fracht Cargo;0;107;4
17.02.2022;Passagierverkehr;11794;;100
17.02.2022;Fracht Express;0;213;18
17.02.2022;Fracht Cargo;0;;
17.02.2022;Andere Kategorien;12;;11
18.02.2022;Fracht Cargo;0;;
18.02.2022;Andere Kategorien;4;;125
18.02.2022;Passagierverkehr;15656;;127
18.02.2022;Fracht Express;0;171;13
19.02.2022;Passagierverkehr;15264;;113
19.02.2022;Fracht Express;0;38;4
19.02.2022;Fracht Cargo;0;122;4
19.02.2022;Andere Kategorien;5;;118
20.02.2022;Andere Kategorien;5;;24
20.02.2022;Passagierverkehr;17573;;138
20.02.2022;Fracht Express;0;;
20.02.2022;Fracht Cargo;0;;
21.02.2022;Fracht Express;0;184;17
21.02.2022;Fracht Cargo;0;72;2
21.02.2022;Passagierverkehr;12941;;111
21.02.2022;Andere Kategorien;0;;10
22.02.2022;Passagierverkehr;11773;0;108
22.02.2022;Fracht Express;0;214;18
22.02.2022;Fracht Cargo;0;;
22.02.2022;Andere Kategorien;6;;41
23.02.2022;Passagierverkehr;9260;0;86
23.02.2022;Fracht Express;0;227;18
