Datum;Kategorie;Flugpassagiere;Luftfracht;Flugbewegungen
01.03.2024;Andere Kategorien;2;;41
02.03.2024;Andere Kategorien;9;;90
02.03.2024;Fracht Express;0;30;2
02.03.2024;Passagierverkehr;20770;1;147
02.03.2024;Fracht Cargo;0;115;4
03.03.2024;Passagierverkehr;23074;1;159
03.03.2024;Fracht Express;0;;
03.03.2024;Andere Kategorien;1;;67
03.03.2024;Fracht Cargo;0;;
04.03.2024;Andere Kategorien;8;;53
04.03.2024;Passagierverkehr;20511;1;157
04.03.2024;Fracht Express;0;158;13
04.03.2024;Fracht Cargo;0;66;2
05.03.2024;Andere Kategorien;7;;18
05.03.2024;Passagierverkehr;17033;1;140
05.03.2024;Fracht Express;0;192;18
05.03.2024;Fracht Cargo;0;;
06.03.2024;Fracht Express;0;193;18
06.03.2024;Fracht Cargo;0;104;4
06.03.2024;Andere Kategorien;5;;18
06.03.2024;Passagierverkehr;17720;3;139
07.03.2024;Passagierverkehr;20654;2;146
07.03.2024;Fracht Express;0;183;18
07.03.2024;Fracht Cargo;0;21;2
07.03.2024;Andere Kategorien;18;;33
08.03.2024;Passagierverkehr;22921;2;157
08.03.2024;Fracht Cargo;0;65;2
08.03.2024;Andere Kategorien;5;;94
08.03.2024;Fracht Express;0;144;13
09.03.2024;Fracht Express;0;35;2
09.03.2024;Passagierverkehr;20069;3;139
09.03.2024;Fracht Cargo;0;93;4
09.03.2024;Andere Kategorien;20;;112
10.03.2024;Fracht Express;0;;
10.03.2024;Fracht Cargo;0;;
10.03.2024;Andere Kategorien;4;;28
10.03.2024;Passagierverkehr;22936;1;159
11.03.2024;Passagierverkehr;19663;1;156
11.03.2024;Fracht Express;0;162;13
11.03.2024;Andere Kategorien;10;;76
11.03.2024;Fracht Cargo;0;73;2
12.03.2024;Fracht Express;0;158;16
12.03.2024;Fracht Cargo;0;;
12.03.2024;Passagierverkehr;15957;1;126
12.03.2024;Andere Kategorien;3;;38
13.03.2024;Fracht Express;0;207;18
13.03.2024;Passagierverkehr;16602;1;133
13.03.2024;Andere Kategorien;6;;75
13.03.2024;Fracht Cargo;0;92;6
14.03.2024;Fracht Express;0;182;18
14.03.2024;Fracht Cargo;0;34;2
14.03.2024;Passagierverkehr;18078;1;144
14.03.2024;Andere Kategorien;12;;100
15.03.2024;Andere Kategorien;2;;60
15.03.2024;Fracht Express;0;104;10
15.03.2024;Fracht Cargo;0;62;2
15.03.2024;Passagierverkehr;20066;1;153
16.03.2024;Passagierverkehr;20065;1;151
16.03.2024;Fracht Express;0;75;4
16.03.2024;Fracht Cargo;0;110;4
16.03.2024;Andere Kategorien;0;;36
17.03.2024;Passagierverkehr;22886;0;168
17.03.2024;Fracht Express;0;;
17.03.2024;Andere Kategorien;10;;117
17.03.2024;Fracht Cargo;0;;
18.03.2024;Passagierverkehr;19537;0;152
18.03.2024;Fracht Cargo;0;69;2
18.03.2024;Fracht Express;0;166;13
18.03.2024;Andere Kategorien;5;;11
19.03.2024;Passagierverkehr;16140;1;131
19.03.2024;Fracht Express;0;189;18
19.03.2024;Fracht Cargo;0;;
19.03.2024;Andere Kategorien;17;;124
20.03.2024;Passagierverkehr;16837;1;137
20.03.2024;Fracht Express;0;200;18
20.03.2024;Fracht Cargo;0;103;4
20.03.2024;Andere Kategorien;10;;117
21.03.2024;Passagierverkehr;18641;2;153
21.03.2024;Fracht Express;0;195;18
21.03.2024;Fracht Cargo;0;32;2
21.03.2024;Andere Kategorien;4;;70
22.03.2024;Passagierverkehr;22311;2;175
22.03.2024;Fracht Express;0;151;13
22.03.2024;Andere Kategorien;16;;122
22.03.2024;Fracht Cargo;0;62;2
23.03.2024;Fracht Express;0;29;2
23.03.2024;Fracht Cargo;0;94;4
23.03.2024;Andere Kategorien;0;;17
23.03.2024;Passagierverkehr;20236;1;150
24.03.2024;Fracht Express;0;;
24.03.2024;Andere Kategorien;2;;19
24.03.2024;Passagierverkehr;22991;0;159
24.03.2024;Fracht Cargo;0;;
25.03.2024;Passagierverkehr;21400;1;163
25.03.2024;Andere Kategorien;4;;95
25.03.2024;Fracht Express;0;163;13
25.03.2024;Fracht Cargo;0;66;1
26.03.2024;Fracht Cargo;0;;
26.03.2024;Passagierverkehr;17683;2;139
26.03.2024;Fracht Express;0;197;18
26.03.2024;Andere Kategorien;18;;109
27.03.2024;Fracht Express;0;217;18
27.03.2024;Andere Kategorien;20;;14
27.03.2024;Passagierverkehr;20247;1;153
27.03.2024;Fracht Cargo;0;50;2
28.03.2024;Passagierverkehr;21947;0;162
28.03.2024;Fracht Express;0;206;18
28.03.2024;Fracht Cargo;0;;
28.03.2024;Andere Kategorien;2;;22
29.03.2024;Fracht Express;0;88;7
29.03.2024;Passagierverkehr;24550;0;167
29.03.2024;Fracht Cargo;0;59;2
29.03.2024;Andere Kategorien;2;;64
30.03.2024;Passagierverkehr;22168;0;153
30.03.2024;Fracht Express;0;25;2
30.03.2024;Fracht Cargo;0;78;4
30.03.2024;Andere Kategorien;8;;36
31.03.2024;Fracht Express;0;;
31.03.2024;Passagierverkehr;24359;0;175
31.03.2024;Andere Kategorien;0;;32
31.03.2024;Fracht Cargo;0;;
01.04.2024;Passagierverkehr;30333;;205
01.04.2024;Andere Kategorien;3;;14
01.04.2024;Fracht Express;0;0;1
01.04.2024;Fracht Cargo;0;;
02.04.2024;Fracht Express;0;166;17
02.04.2024;Andere Kategorien;3;;59
02.04.2024;Passagierverkehr;24100;0;176
02.04.2024;Fracht Cargo;0;;
03.04.2024;Fracht Cargo;0;64;2
03.04.2024;Andere Kategorien;19;;36
03.04.2024;Passagierverkehr;23239;1;183
03.04.2024;Fracht Express;0;197;18
04.04.2024;Fracht Express;0;185;18
04.04.2024;Andere Kategorien;4;;64
04.04.2024;Fracht Cargo;0;25;2
04.04.2024;Passagierverkehr;23819;2;185
05.04.2024;Fracht Cargo;0;75;2
05.04.2024;Passagierverkehr;29066;2;208
05.04.2024;Fracht Express;0;162;12
05.04.2024;Andere Kategorien;6;;99
06.04.2024;Passagierverkehr;27604;;195
06.04.2024;Fracht Express;0;25;2
06.04.2024;Fracht Cargo;0;46;2
06.04.2024;Andere Kategorien;4;;118
07.04.2024;Fracht Express;0;;
07.04.2024;Passagierverkehr;26003;;172
07.04.2024;Andere Kategorien;0;;89
07.04.2024;Fracht Cargo;0;;
08.04.2024;Passagierverkehr;28123;;196
08.04.2024;Fracht Cargo;0;66;2
08.04.2024;Fracht Express;0;162;14
08.04.2024;Andere Kategorien;8;;80
09.04.2024;Passagierverkehr;21949;1;171
09.04.2024;Fracht Express;0;178;18
09.04.2024;Andere Kategorien;13;;11
09.04.2024;Fracht Cargo;0;;
10.04.2024;Passagierverkehr;23120;0;185
10.04.2024;Fracht Express;0;204;18
10.04.2024;Fracht Cargo;0;135;4
10.04.2024;Andere Kategorien;14;;57
11.04.2024;Passagierverkehr;25126;0;178
11.04.2024;Fracht Express;0;179;18
11.04.2024;Fracht Cargo;0;19;2
11.04.2024;Andere Kategorien;1;;66
12.04.2024;Passagierverkehr;30135;1;215
12.04.2024;Fracht Express;0;136;12
12.04.2024;Fracht Cargo;0;73;2
12.04.2024;Andere Kategorien;16;;109
13.04.2024;Fracht Cargo;0;113;4
13.04.2024;Andere Kategorien;13;;87
13.04.2024;Passagierverkehr;27719;10;189
13.04.2024;Fracht Express;0;19;2
14.04.2024;Passagierverkehr;25823;1;175
14.04.2024;Fracht Express;0;;
14.04.2024;Andere Kategorien;6;;68
14.04.2024;Fracht Cargo;0;;
15.04.2024;Fracht Express;0;170;13
15.04.2024;Andere Kategorien;14;;10
15.04.2024;Passagierverkehr;28815;0;204
15.04.2024;Fracht Cargo;0;;
16.04.2024;Passagierverkehr;23353;1;173
16.04.2024;Andere Kategorien;0;;18
16.04.2024;Fracht Express;0;177;18
16.04.2024;Fracht Cargo;0;;
17.04.2024;Fracht Express;0;190;18
17.04.2024;Passagierverkehr;23663;0;178
17.04.2024;Fracht Cargo;0;115;4
17.04.2024;Andere Kategorien;7;;9
18.04.2024;Andere Kategorien;0;;10
18.04.2024;Passagierverkehr;25471;2;183
18.04.2024;Fracht Express;0;182;18
18.04.2024;Fracht Cargo;0;30;2
19.04.2024;Fracht Cargo;0;77;2
19.04.2024;Passagierverkehr;29774;0;201
19.04.2024;Fracht Express;0;138;11
19.04.2024;Andere Kategorien;3;;17
20.04.2024;Fracht Express;0;34;2
20.04.2024;Fracht Cargo;0;90;4
20.04.2024;Passagierverkehr;27941;3;195
20.04.2024;Andere Kategorien;5;;42
21.04.2024;Fracht Express;0;;
21.04.2024;Fracht Cargo;0;;
21.04.2024;Andere Kategorien;3;;8
21.04.2024;Passagierverkehr;27044;0;178
22.04.2024;Fracht Express;0;153;13
22.04.2024;Fracht Cargo;0;62;2
22.04.2024;Andere Kategorien;17;;20
22.04.2024;Passagierverkehr;29510;3;209
23.04.2024;Fracht Cargo;0;;
23.04.2024;Fracht Express;0;197;18
23.04.2024;Passagierverkehr;23538;3;177
23.04.2024;Andere Kategorien;15;;40
24.04.2024;Passagierverkehr;23692;1;179
24.04.2024;Fracht Express;0;192;18
24.04.2024;Andere Kategorien;4;;29
24.04.2024;Fracht Cargo;0;112;4
25.04.2024;Fracht Cargo;0;24;2
25.04.2024;Andere Kategorien;3;;28
25.04.2024;Passagierverkehr;24293;0;167
25.04.2024;Fracht Express;0;181;18
26.04.2024;Andere Kategorien;5;;77
26.04.2024;Passagierverkehr;31117;0;209
26.04.2024;Fracht Express;0;134;11
26.04.2024;Fracht Cargo;0;58;2
27.04.2024;Fracht Express;0;33;2
27.04.2024;Passagierverkehr;28122;2;187
27.04.2024;Fracht Cargo;0;75;4
27.04.2024;Andere Kategorien;0;;93
28.04.2024;Passagierverkehr;25952;1;179
28.04.2024;Andere Kategorien;6;;75
28.04.2024;Fracht Express;0;;
28.04.2024;Fracht Cargo;0;;
29.04.2024;Passagierverkehr;29663;3;213
29.04.2024;Fracht Express;0;153;13
29.04.2024;Fracht Cargo;0;54;2
29.04.2024;Andere Kategorien;2;;69
30.04.2024;Passagierverkehr;23578;1;171
30.04.2024;Fracht Express;0;186;18
30.04.2024;Fracht Cargo;0;;
30.04.2024;Andere Kategorien;2;;104
01.05.2024;Passagierverkehr;25822;1;183
01.05.2024;Fracht Express;0;112;14
01.05.2024;Fracht Cargo;0;91;4
01.05.2024;Andere Kategorien;8;;85
02.05.2024;Fracht Cargo;0;;
02.05.2024;Andere Kategorien;12;;12
02.05.2024;Fracht Express;0;158;18
02.05.2024;Passagierverkehr;25046;1;186
03.05.2024;Fracht Cargo;0;;
03.05.2024;Passagierverkehr;29659;3;215
03.05.2024;Fracht Express;0;141;11
03.05.2024;Andere Kategorien;5;;29
04.05.2024;Fracht Cargo;0;106;4
04.05.2024;Andere Kategorien;4;;41
04.05.2024;Passagierverkehr;28608;1;192
04.05.2024;Fracht Express;0;24;2
05.05.2024;Fracht Cargo;0;;
05.05.2024;Andere Kategorien;7;;27
05.05.2024;Passagierverkehr;26531;1;188
05.05.2024;Fracht Express;0;;
06.05.2024;Passagierverkehr;30298;1;215
06.05.2024;Fracht Express;0;140;13
06.05.2024;Fracht Cargo;0;;
06.05.2024;Andere Kategorien;2;;25
07.05.2024;Fracht Cargo;0;;
07.05.2024;Andere Kategorien;11;;45
07.05.2024;Passagierverkehr;25021;2;190
07.05.2024;Fracht Express;0;170;18
08.05.2024;Passagierverkehr;26841;0;185
08.05.2024;Fracht Express;0;177;18
08.05.2024;Fracht Cargo;0;154;3
08.05.2024;Andere Kategorien;30;;105
09.05.2024;Passagierverkehr;27526;0;190
09.05.2024;Andere Kategorien;0;;80
09.05.2024;Fracht Express;0;63;6
09.05.2024;Fracht Cargo;0;46;2
10.05.2024;Passagierverkehr;30202;0;211
10.05.2024;Fracht Cargo;0;;
10.05.2024;Fracht Express;0;93;11
10.05.2024;Andere Kategorien;3;;117
11.05.2024;Passagierverkehr;28598;1;197
11.05.2024;Fracht Express;0;21;2
11.05.2024;Andere Kategorien;0;;98
11.05.2024;Fracht Cargo;0;38;2
12.05.2024;Passagierverkehr;27172;0;189
12.05.2024;Fracht Express;0;;
12.05.2024;Fracht Cargo;0;;
12.05.2024;Andere Kategorien;11;;104
13.05.2024;Fracht Cargo;0;62;2
13.05.2024;Andere Kategorien;27;;72
13.05.2024;Passagierverkehr;31207;1;212
13.05.2024;Fracht Express;0;138;12
14.05.2024;Passagierverkehr;23913;1;183
14.05.2024;Fracht Express;0;190;21
14.05.2024;Fracht Cargo;0;;
14.05.2024;Andere Kategorien;12;;65
15.05.2024;Passagierverkehr;23980;1;186
15.05.2024;Fracht Express;0;201;20
15.05.2024;Fracht Cargo;0;57;3
15.05.2024;Andere Kategorien;13;;47
16.05.2024;Passagierverkehr;26247;2;192
16.05.2024;Fracht Express;0;197;18
16.05.2024;Andere Kategorien;4;;25
16.05.2024;Fracht Cargo;0;35;2
17.05.2024;Passagierverkehr;31364;1;219
17.05.2024;Andere Kategorien;13;;53
17.05.2024;Fracht Cargo;0;;
17.05.2024;Fracht Express;0;150;12
18.05.2024;Fracht Cargo;0;113;4
18.05.2024;Passagierverkehr;30050;2;204
18.05.2024;Fracht Express;0;36;2
18.05.2024;Andere Kategorien;8;;77
19.05.2024;Fracht Express;0;;
19.05.2024;Passagierverkehr;27221;2;192
19.05.2024;Fracht Cargo;0;;
19.05.2024;Andere Kategorien;0;;57
20.05.2024;Passagierverkehr;32560;0;224
20.05.2024;Fracht Express;0;42;4
20.05.2024;Fracht Cargo;0;;
20.05.2024;Andere Kategorien;4;;84
21.05.2024;Andere Kategorien;5;;46
21.05.2024;Passagierverkehr;25637;0;186
21.05.2024;Fracht Cargo;0;0;1
21.05.2024;Fracht Express;0;156;17
22.05.2024;Passagierverkehr;24927;1;191
22.05.2024;Fracht Express;0;185;18
22.05.2024;Andere Kategorien;24;;84
22.05.2024;Fracht Cargo;0;83;3
23.05.2024;Passagierverkehr;26665;0;200
23.05.2024;Fracht Express;0;189;18
23.05.2024;Fracht Cargo;0;37;3
23.05.2024;Andere Kategorien;17;;25
24.05.2024;Fracht Express;0;145;11
24.05.2024;Fracht Cargo;0;43;2
24.05.2024;Andere Kategorien;9;;78
24.05.2024;Passagierverkehr;30642;2;215
25.05.2024;Fracht Cargo;0;113;4
25.05.2024;Andere Kategorien;8;;73
25.05.2024;Passagierverkehr;29304;2;199
25.05.2024;Fracht Express;0;41;2
26.05.2024;Passagierverkehr;27699;0;194
26.05.2024;Fracht Cargo;0;;
26.05.2024;Fracht Express;0;;
26.05.2024;Andere Kategorien;5;;57
27.05.2024;Andere Kategorien;68;;37
27.05.2024;Fracht Express;0;168;13
27.05.2024;Passagierverkehr;30309;4;225
27.05.2024;Fracht Cargo;0;;
28.05.2024;Andere Kategorien;14;;113
28.05.2024;Passagierverkehr;24932;2;190
28.05.2024;Fracht Express;0;184;18
28.05.2024;Fracht Cargo;0;;
29.05.2024;Passagierverkehr;25987;2;183
29.05.2024;Fracht Express;0;188;18
29.05.2024;Fracht Cargo;0;114;3
29.05.2024;Andere Kategorien;5;;52
30.05.2024;Fracht Cargo;0;35;2
30.05.2024;Andere Kategorien;27;;13
30.05.2024;Passagierverkehr;28256;1;189
30.05.2024;Fracht Express;0;172;18
31.05.2024;Fracht Express;0;132;11
31.05.2024;Andere Kategorien;24;;52
31.05.2024;Passagierverkehr;32686;2;227
31.05.2024;Fracht Cargo;0;58;2
01.06.2024;Passagierverkehr;29339;2;198
01.06.2024;Fracht Express;0;31;2
01.06.2024;Andere Kategorien;8;;49
01.06.2024;Fracht Cargo;0;73;4
02.06.2024;Fracht Express;0;;
02.06.2024;Passagierverkehr;29030;;193
02.06.2024;Fracht Cargo;0;38;2
02.06.2024;Andere Kategorien;11;;12
03.06.2024;Passagierverkehr;28921;1;212
03.06.2024;Fracht Express;0;162;13
03.06.2024;Fracht Cargo;0;94;4
03.06.2024;Andere Kategorien;22;;51
04.06.2024;Fracht Express;0;160;18
04.06.2024;Fracht Cargo;0;;
04.06.2024;Andere Kategorien;6;;81
04.06.2024;Passagierverkehr;24294;0;195
05.06.2024;Passagierverkehr;23168;0;189
05.06.2024;Fracht Cargo;0;100;3
05.06.2024;Fracht Express;0;188;18
05.06.2024;Andere Kategorien;16;;74
06.06.2024;Passagierverkehr;25354;1;191
06.06.2024;Fracht Express;0;195;18
06.06.2024;Andere Kategorien;10;;30
06.06.2024;Fracht Cargo;0;21;2
07.06.2024;Passagierverkehr;31179;1;221
07.06.2024;Fracht Express;0;140;11
07.06.2024;Fracht Cargo;0;;
07.06.2024;Andere Kategorien;15;;92
08.06.2024;Passagierverkehr;28488;1;205
08.06.2024;Fracht Cargo;0;107;4
08.06.2024;Fracht Express;0;39;2
08.06.2024;Andere Kategorien;4;;59
09.06.2024;Fracht Express;0;;
09.06.2024;Fracht Cargo;0;;
09.06.2024;Passagierverkehr;28189;1;209
09.06.2024;Andere Kategorien;11;;66
10.06.2024;Passagierverkehr;29454;1;248
10.06.2024;Fracht Cargo;0;63;2
10.06.2024;Andere Kategorien;44;;71
10.06.2024;Fracht Express;0;156;12
11.06.2024;Passagierverkehr;23461;1;207
11.06.2024;Fracht Express;0;184;18
11.06.2024;Fracht Cargo;0;;
11.06.2024;Andere Kategorien;28;;69
12.06.2024;Fracht Express;0;185;18
12.06.2024;Fracht Cargo;0;121;3
12.06.2024;Passagierverkehr;24141;0;210
12.06.2024;Andere Kategorien;42;;78
13.06.2024;Fracht Express;0;187;18
13.06.2024;Passagierverkehr;26961;2;220
13.06.2024;Fracht Cargo;0;31;2
13.06.2024;Andere Kategorien;38;;95
14.06.2024;Fracht Cargo;0;;
14.06.2024;Passagierverkehr;30753;0;232
14.06.2024;Fracht Express;0;137;12
14.06.2024;Andere Kategorien;43;;58
15.06.2024;Passagierverkehr;29353;1;211
15.06.2024;Fracht Express;0;36;2
15.06.2024;Andere Kategorien;9;;33
15.06.2024;Fracht Cargo;0;95;4
16.06.2024;Passagierverkehr;27851;0;207
16.06.2024;Fracht Express;0;;
16.06.2024;Fracht Cargo;0;;
16.06.2024;Andere Kategorien;17;;71
17.06.2024;Passagierverkehr;30433;1;235
17.06.2024;Fracht Express;0;164;13
17.06.2024;Andere Kategorien;5;;44
17.06.2024;Fracht Cargo;0;;
18.06.2024;Passagierverkehr;23438;0;182
18.06.2024;Fracht Cargo;0;;
18.06.2024;Andere Kategorien;2;;102
18.06.2024;Fracht Express;0;175;18
19.06.2024;Fracht Cargo;0;99;3
19.06.2024;Andere Kategorien;16;;94
19.06.2024;Passagierverkehr;24514;2;194
19.06.2024;Fracht Express;0;179;18
20.06.2024;Fracht Express;0;182;18
20.06.2024;Andere Kategorien;9;;40
20.06.2024;Fracht Cargo;0;19;2
20.06.2024;Passagierverkehr;27291;1;203
21.06.2024;Andere Kategorien;10;;29
21.06.2024;Passagierverkehr;28320;2;210
21.06.2024;Fracht Express;0;138;11
21.06.2024;Fracht Cargo;0;39;2
22.06.2024;Fracht Express;0;37;2
22.06.2024;Passagierverkehr;28136;1;192
22.06.2024;Fracht Cargo;0;96;4
22.06.2024;Andere Kategorien;12;;16
23.06.2024;Passagierverkehr;27421;0;191
23.06.2024;Fracht Express;0;;
23.06.2024;Fracht Cargo;0;46;2
23.06.2024;Andere Kategorien;12;;50
24.06.2024;Fracht Cargo;0;39;2
24.06.2024;Passagierverkehr;28030;1;204
24.06.2024;Fracht Express;0;161;13
24.06.2024;Andere Kategorien;26;;74
25.06.2024;Passagierverkehr;23940;1;189
25.06.2024;Fracht Cargo;0;0;1
25.06.2024;Fracht Express;0;185;19
25.06.2024;Andere Kategorien;11;;63
26.06.2024;Passagierverkehr;22632;1;182
26.06.2024;Fracht Cargo;0;81;4
26.06.2024;Fracht Express;0;178;16
26.06.2024;Andere Kategorien;11;;59
27.06.2024;Fracht Express;0;177;16
27.06.2024;Fracht Cargo;0;20;3
27.06.2024;Passagierverkehr;25050;1;178
27.06.2024;Andere Kategorien;4;;75
28.06.2024;Fracht Cargo;0;;
28.06.2024;Andere Kategorien;10;;99
28.06.2024;Passagierverkehr;29129;2;203
28.06.2024;Fracht Express;0;138;11
29.06.2024;Passagierverkehr;28220;4;188
29.06.2024;Fracht Express;0;39;2
29.06.2024;Andere Kategorien;37;;73
29.06.2024;Fracht Cargo;0;102;3
30.06.2024;Fracht Cargo;0;;
30.06.2024;Passagierverkehr;27613;0;186
30.06.2024;Fracht Express;0;;
30.06.2024;Andere Kategorien;30;;35
01.07.2024;Passagierverkehr;28873;2;204
01.07.2024;Fracht Express;0;154;11
01.07.2024;Andere Kategorien;1;;39
01.07.2024;Fracht Cargo;0;62;2
02.07.2024;Fracht Cargo;0;;
02.07.2024;Andere Kategorien;0;;64
02.07.2024;Passagierverkehr;25059;4;195
02.07.2024;Fracht Express;0;173;18
03.07.2024;Fracht Cargo;0;120;3
03.07.2024;Passagierverkehr;24272;1;189
03.07.2024;Andere Kategorien;8;;15
03.07.2024;Fracht Express;0;188;18
04.07.2024;Passagierverkehr;25500;0;211
04.07.2024;Fracht Express;0;184;18
04.07.2024;Fracht Cargo;0;28;2
04.07.2024;Andere Kategorien;14;;42
05.07.2024;Passagierverkehr;27968;2;211
05.07.2024;Fracht Cargo;0;;
05.07.2024;Fracht Express;0;119;11
05.07.2024;Andere Kategorien;13;;78
06.07.2024;Fracht Express;0;20;1
06.07.2024;Fracht Cargo;0;97;4
06.07.2024;Passagierverkehr;27822;1;197
06.07.2024;Andere Kategorien;13;;16
07.07.2024;Passagierverkehr;28913;0;195
07.07.2024;Andere Kategorien;16;;61
07.07.2024;Fracht Express;0;23;1
07.07.2024;Fracht Cargo;0;;
08.07.2024;Passagierverkehr;29161;0;210
08.07.2024;Fracht Express;0;149;13
08.07.2024;Fracht Cargo;0;81;2
08.07.2024;Andere Kategorien;6;;63
09.07.2024;Fracht Cargo;0;;
09.07.2024;Andere Kategorien;15;;70
09.07.2024;Passagierverkehr;24729;3;190
09.07.2024;Fracht Express;0;123;15
10.07.2024;Fracht Cargo;0;109;3
10.07.2024;Fracht Express;0;198;17
10.07.2024;Passagierverkehr;23985;1;187
10.07.2024;Andere Kategorien;16;;25
11.07.2024;Passagierverkehr;25903;0;199
11.07.2024;Fracht Express;0;170;18
11.07.2024;Fracht Cargo;0;25;2
11.07.2024;Andere Kategorien;5;;53
12.07.2024;Fracht Express;0;122;11
12.07.2024;Passagierverkehr;26795;1;199
12.07.2024;Fracht Cargo;0;;
12.07.2024;Andere Kategorien;6;;25
13.07.2024;Fracht Express;0;50;2
13.07.2024;Andere Kategorien;9;;60
13.07.2024;Passagierverkehr;30420;1;205
13.07.2024;Fracht Cargo;0;105;4
14.07.2024;Fracht Express;0;;
14.07.2024;Fracht Cargo;0;;
14.07.2024;Andere Kategorien;3;;58
14.07.2024;Passagierverkehr;28199;1;191
15.07.2024;Passagierverkehr;29766;1;213
15.07.2024;Fracht Express;0;140;11
15.07.2024;Fracht Cargo;0;55;1
15.07.2024;Andere Kategorien;13;;89
16.07.2024;Andere Kategorien;4;;33
16.07.2024;Passagierverkehr;26701;2;208
16.07.2024;Fracht Express;0;159;18
16.07.2024;Fracht Cargo;0;5;1
17.07.2024;Andere Kategorien;18;;83
17.07.2024;Passagierverkehr;26587;0;196
17.07.2024;Fracht Cargo;0;124;4
17.07.2024;Fracht Express;0;133;16
18.07.2024;Fracht Cargo;0;29;2
18.07.2024;Andere Kategorien;10;;45
18.07.2024;Passagierverkehr;28509;1;208
18.07.2024;Fracht Express;0;209;20
19.07.2024;Passagierverkehr;26926;0;188
19.07.2024;Andere Kategorien;33;;94
19.07.2024;Fracht Express;0;122;11
19.07.2024;Fracht Cargo;0;;
20.07.2024;Passagierverkehr;28665;1;189
20.07.2024;Fracht Express;0;41;2
20.07.2024;Andere Kategorien;4;;71
20.07.2024;Fracht Cargo;0;82;4
21.07.2024;Fracht Cargo;0;;
21.07.2024;Passagierverkehr;26760;0;178
21.07.2024;Fracht Express;0;;
21.07.2024;Andere Kategorien;1;;35
22.07.2024;Passagierverkehr;30626;0;202
22.07.2024;Fracht Express;0;148;13
22.07.2024;Fracht Cargo;0;44;2
22.07.2024;Andere Kategorien;0;;31
23.07.2024;Passagierverkehr;28259;0;203
23.07.2024;Fracht Express;0;161;18
23.07.2024;Fracht Cargo;0;;
23.07.2024;Andere Kategorien;9;;52
24.07.2024;Passagierverkehr;28438;0;203
24.07.2024;Fracht Express;0;174;20
24.07.2024;Andere Kategorien;16;;74
24.07.2024;Fracht Cargo;0;80;4
25.07.2024;Andere Kategorien;21;;97
25.07.2024;Passagierverkehr;30894;1;211
25.07.2024;Fracht Express;0;169;18
25.07.2024;Fracht Cargo;0;26;2
26.07.2024;Fracht Express;0;130;11
26.07.2024;Fracht Cargo;0;;
26.07.2024;Andere Kategorien;19;;78
26.07.2024;Passagierverkehr;31067;2;213
27.07.2024;Passagierverkehr;31083;2;202
27.07.2024;Fracht Express;0;30;2
27.07.2024;Andere Kategorien;5;;43
27.07.2024;Fracht Cargo;0;94;4
28.07.2024;Fracht Express;0;;
28.07.2024;Andere Kategorien;3;;23
28.07.2024;Fracht Cargo;0;4;1
28.07.2024;Passagierverkehr;30985;0;207
29.07.2024;Passagierverkehr;31899;0;213
29.07.2024;Fracht Express;0;142;13
29.07.2024;Andere Kategorien;3;;66
